0IBY3UN1,XV1B4CPF7O,2018-06-24,2018-06-28,Standard Class,6JKJFF,404-0532727-2082745,1438.8,9874,10,0%,8435.2
0LHKU6J6,1FH6EFW3PH,2015-12-29,2016-01-02,Standard Class,D57Y2O,408-6862973-4520309,1797,7506,16,45%,5709
0OTEW5QK,SIVCUB7ZU9,2018-12-09,2018-12-13,Standard Class,AWY2MF,405-0483874-0889137,863.64,8573,15,34%,7709.36
0OYFDUWI,EWV7F8YGR1,2016-11-29,2016-12-03,Standard Class,AUURSF,171-6395980-8828309,8328.15,5494,17,36%,-2834.15
0PW8RH82,LXC5B1Q2SY,2017-11-28,2017-12-02,Standard Class,YKHA86,404-9760385-9109154,107.4,5761,9,30%,5653.6
0Q27W4ZL,BY974PVNHJ,2017-08-27,2017-09-01,Standard Class,LMO063,000ed969-adc1-4ed2-b8a4-656ae0460325,69.36,4856,3,8%,4786.64
0R83Y5O3,0UHZ157SQV,2018-12-01,2018-12-07,Standard Class,LIMNT6,171-5810429-4493110,1979.7,9684,9,34%,7704.3
0U0EELXB,N4FDFHEQ0Z,2016-08-09,2016-08-16,Standard Class,FGOQID,407-4936046-5852304,9336.75,6313,11,16%,-3023.75
0UDA3ITO,EEMAYYXGSG,2016-04-25,2016-04-28,Second Class,TC41LG,403-4522038-5418732,209.16,3027,19,20%,2817.84
0UPBHUUF,PKTAKBABMS,2017-06-12,2017-06-15,First Class,9OGCV5,6a8b8d0c-a1ae-4347-bcf4-72fbacaa37cf,1020.6,5468,16,36%,4447.4
0VM6HMVT,DYE2JNFYBS,2017-04-01,2017-04-03,Second Class,THX4UM,408-5824761-8505932,457.2,3223,1,25%,2765.8
0WTR9OYD,83HLFXWNNW,2015-06-01,2015-06-06,Second Class,70IEK3,403-5977671-8855508,30027.9,6861,2,15%,-23166.9
0XEL3KRV,JC4IIAZLKC,2017-10-28,2017-11-01,Standard Class,NPZY2P,405-8692900-3888310,4535.64,5249,18,42%,713.360000000001
0Z1C11Y3,49QHIDUXT8,2018-11-23,2018-11-26,Second Class,QCOB8G,404-0752237-5721965,426,6276,18,9%,5850
11YKQGNJ,KJ7XRWKFSF,2017-01-05,2017-01-07,Second Class,QBRPI4,a7066eb8-b76f-4116-b71e-20596f8b1f37,78.72,5405,16,12%,5326.28
12GMTER9,ABHLVGTZ0L,2016-06-22,2016-06-26,Second Class,QI156E,402-2155477-9353103,74.4,3993,15,18%,3918.6
13K0Y3DP,8CCOCIRV48,2015-10-12,2015-10-16,Standard Class,9GNI1Z,4943dd85-adad-4356-8432-25084a68c9b1,223.5,3862,1,2%,3638.5
14AD0LCJ,VP6HB2ICCL,2015-06-02,2015-06-07,Standard Class,4VK13O,246b6e03-d6c5-4c95-987d-e5597bddce4d,897.12,9471,2,11%,8573.88
14YM091G,TMX5IU3ET7,2018-05-15,2018-05-18,Second Class,JLN48I,407-5830946-0458753,233.28,1444,2,13%,1210.72
17T9ME6W,48RQI6CD7U,2016-04-28,2016-05-05,Standard Class,NQ4N3P,404-6026001-1717923,182.64,3998,5,41%,3815.36
18OD7ZPT,LXB7ZTN16V,2018-07-08,2018-07-12,Standard Class,M4YYND,171-9371949-6030721,368.4,9692,11,13%,9323.6
18OM54JD,3UT6IJ4ONJ,2017-01-17,2017-01-21,Standard Class,O3BMDT,405-0654626-6276321,5579.55,8246,6,32%,2666.45
199FIWZJ,VI0YXDPRIF,2018-08-21,2018-08-28,Standard Class,AXSVOS,408-9407260-0749114,558.6,2927,7,18%,2368.4
1AJS38K7,EGLOV9V01E,2016-11-15,2016-11-17,Second Class,BV06TZ,404-7724638-9574745,3754.08,487,11,21%,-3267.08
1E51NL74,EAUX843Z56,2015-08-05,2015-08-09,Standard Class,6EITXW,404-5337874-2284337,314.1,3881,5,44%,3566.9
1FGLTW6Y,RHXGHSD8DL,2015-08-08,2015-08-15,Standard Class,998IKW,406-3015774-3032307,1141.8,3704,15,14%,2562.2
1GD73ALL,8KP1WEKR2A,2017-01-16,2017-01-20,Second Class,0O83MN,405-8191138-5176316,174.72,1971,5,28%,1796.28
1HSA6PXH,CZP5TNMKIB,2018-04-14,2018-04-17,First Class,NQZCZM,408-3531277-4885962,218.88,3499,5,34%,3280.12
1I3ISIQS,KH2ZUNDL48,2016-10-12,2016-10-14,First Class,Z7Y3PL,407-1672316-3245939,777.6,6166,6,49%,5388.4
1IE775DW,ZTFIYCISWS,2016-10-03,2016-10-06,Second Class,L58IVM,404-4568279-0273125,360,8852,1,47%,8492
1IXC4HVF,YO8UMG51A7,2016-12-18,2016-12-23,Standard Class,OJRYO6,405-5018129-4536368,9701.64,5390,14,31%,-4311.64
1J5BM2SP,BHL7NG4EVZ,2017-10-28,2017-11-03,Standard Class,ABEKS0,402-0043314-1059527,1164,8741,2,15%,7577
1K857IR9,1J25ALT6H9,2016-10-12,2016-10-14,First Class,1GQ7XL,402-1706149-0949104,1076.4,9022,12,27%,7945.6
1LCNEWYG,623W6IYDM1,2017-05-20,2017-05-25,Standard Class,SF8780,408-7616878-8551517,15738,7974,7,17%,-7764
1LPVKDH8,UO9KTH2889,2016-12-07,2016-12-09,First Class,QFQRY8,171-6907664-7672347,39.15,773,7,19%,733.85
1LR6QQ69,LEL5GYIFO5,2017-12-18,2017-12-20,Second Class,QI32NP,e8338cb9-3efb-4977-8900-39580f7d3391,2917.92,3089,18,12%,171.08
1MK73XU5,AQMTAB5LVF,2018-09-15,2018-09-19,Standard Class,L1KSCU,404-1051549-5381167,478.08,475,12,45%,-3.07999999999998
1MULKDSI,ARFP92FOXD,2018-12-28,2019-01-01,Standard Class,TEY5S3,402-3270101-7657904,1182.792,1876,18,22%,693.208
1NRDTEUD,OWBAO60NQF,2018-03-31,2018-04-04,Standard Class,S4GUFL,405-9737320-3923530,3079.992,7382,14,28%,4302.008
1NVQ5SXT,D89RU7M7KG,2017-04-25,2017-04-29,Second Class,YI7MMZ,402-8019936-6115500,1242,2453,12,42%,1211
1OGOKQGN,DAHFFOGX9Z,2017-09-17,2017-09-22,Standard Class,34XLPZ,403-1477057-8253913,1103.76,6267,16,26%,5163.24
1Q4HFDBP,LF1PFSDFA5,2017-04-01,2017-04-03,Second Class,WX3695,408-6348199-2089932,3958.2,8752,15,33%,4793.8
1S1Y4UKY,OUNCGIJIUV,2015-04-13,2015-04-17,Second Class,PDCWA1,402-1572540-8678700,7649.55,5050,13,18%,-2599.55
1U4PKLIU,77LIK5K01A,2017-04-22,2017-04-29,Standard Class,58UNWC,404-6408992-6781106,427.275,4790,4,49%,4362.725
1XIU867T,6EQYONSI9I,2018-01-30,2018-02-05,Standard Class,PCXIN4,408-8569813-9288333,115.65,3215,14,39%,3099.35
1XSGH5SH,K82EVSWQEP,2016-04-26,2016-05-02,Standard Class,BV6682,406-1326801-8886709,1091.76,9897,3,26%,8805.24
1Y3Q0DIW,OFYZB7XCNR,2015-09-24,2015-09-29,Standard Class,SPEA5E,403-7042175-3905937,3179.4,1484,5,5%,-1695.4
1Y6ZSERS,0O2N43PIKB,2018-09-18,2018-09-23,Standard Class,MRSJWZ,404-7796841-1880317,132.3,9780,15,31%,9647.7
1Z2OBRZ2,6YTFPAYQV2,2017-04-08,2017-04-12,Standard Class,O60D94,406-7524766-1454768,194.4,5115,9,24%,4920.6
20B9D3QG,4Z666UQQP0,2015-06-21,2015-06-23,Second Class,RN56HY,404-4680896-8003501,1560.15,692,17,6%,-868.15
217WDOTZ,PPSC2B1OSQ,2017-05-30,2017-06-04,Standard Class,OU62X2,404-8364446-3952321,12023.52,3968,11,27%,-8055.52
22E5KY10,89WHZQUPPB,2017-11-20,2017-11-24,Second Class,07NG73,402-4774686-7773937,277.44,7701,16,24%,7423.56
23J20PFR,VT6LHFEELV,2017-06-12,2017-06-15,First Class,GE715U,171-3305587-5364338,3398.4,1534,8,18%,-1864.4
23KCROXI,DAHHH1TWVV,2015-09-27,2015-10-03,Standard Class,D53K78,402-4646784-8411501,1313.1,3851,6,49%,2537.9
24U22511,HJQ5V2YDHK,2015-11-09,2015-11-11,Second Class,C3EVVW,404-7760595-7490722,1387.8,7776,14,7%,6388.2
280WED00,GOIM2RBEA8,2015-10-13,2015-10-15,First Class,L8CWHH,405-1693679-3068331,19478.25,4071,18,6%,-15407.25
29C81NWF,YO5CCLXUT4,2017-05-28,2017-06-04,Standard Class,V9ROX8,405-3694403-2551528,2788.2,6507,14,33%,3718.8
29SR8A9C,ARLD2G7OG7,2018-02-20,2018-02-23,First Class,BC82WI,171-7949350-6828319,333.45,6282,17,17%,5948.55
29WA2DYG,7HFWQN0LEF,2015-09-19,2015-09-21,Second Class,U7GVS7,404-6783988-2006729,45899.73,6699,10,39%,-39200.73
2ALF58VE,0G3JBLSET2,2015-01-16,2015-01-18,Second Class,8RQSJ0,402-6638943-7023558,1863,7005,19,18%,5142
2BB64P05,4AZAGAEO9N,2018-09-14,2018-09-17,Second Class,EP92K3,408-7029737-8028367,285.75,3057,14,16%,2771.25
2E1R29AD,12FBXIYJ8C,2016-08-24,2016-08-28,Standard Class,GZUDS1,404-9771516-3764302,13781.775,6832,6,44%,-6949.775
2EH84VC9,CVB5D9V3ZU,2017-12-11,2017-12-16,Second Class,ZJR9RX,406-9129776-9779513,4535.64,2518,2,48%,-2017.64
2FKS91TR,F83WS68LT3,2015-11-19,2015-11-24,Second Class,O7WTCC,404-3907920-5281963,7559.4,4503,11,8%,-3056.4
2FV4E1Y3,AIZCNV7PJP,2018-12-28,2019-01-04,Standard Class,G2HF5D,404-1694926-5861958,222.75,215,5,46%,-7.75
2FVA5ZEM,RMQ9SEU0RL,2017-12-08,2017-12-10,First Class,SSHRUC,402-2764952-1492318,16463.16,3437,6,6%,-13026.16
2GAJFJOV,P11OAKOTKU,2017-06-04,2017-06-09,Second Class,U57RI3,404-0634392-1837110,60.66,3712,15,2%,3651.34
2I12NLGU,4UMRVNDE64,2015-12-26,2015-12-28,First Class,BHLEDN,408-9720884-9553122,4506.24,5510,1,7%,1003.76
2IDBMBS4,OVCSJ8DGHU,2017-12-10,2017-12-15,Second Class,B58V4Q,404-8514200-3544346,4823.52,8456,10,16%,3632.48
2J778BO8,3SSVW5J84K,2017-09-15,2017-09-19,Standard Class,VE6I1T,404-7251284-9387528,80.16,9470,12,4%,9389.84
2JEMHD9Y,JB7UXYZF7H,2018-11-03,2018-11-07,Standard Class,928TLL,403-8306900-1833930,185.85,7937,4,49%,7751.15
2KS8YI1D,OPW91UB0JV,2016-04-11,2016-04-15,Standard Class,ND5ZW7,406-7489606-3781934,6099,4662,9,24%,-1437
2LRQJVLK,RSDVFO437H,2018-01-21,2018-01-25,Standard Class,NNJ7YN,408-0738576-5377963,1274.7,5377,7,20%,4102.3
2M6ZH4OM,GEALB5RYYC,2015-10-22,2015-10-28,Standard Class,0ZJ9DK,171-0131752-2560336,1408.32,2821,14,30%,1412.68
2NKZXW25,U6X522UJNR,2016-05-14,2016-05-17,First Class,U16NKQ,406-5828889-4813915,2974.08,2471,6,30%,-503.08
2O1Q0QK2,XVD3NF96SV,2017-06-17,2017-06-18,First Class,UUF6UP,406-8089333-7941903,218.4,9881,4,9%,9662.6
2O9LSR0P,5VQOIE2D9D,2017-04-15,2017-04-21,Standard Class,BPXT9C,406-6906315-9570765,6131.16,6934,14,11%,802.839999999999
2OHTDW7P,SM8CUW7T0A,2016-02-03,2016-02-05,First Class,861IQ9,171-3884714-3945906,426,9922,2,24%,9496
2OPNUTRI,WPF42228TZ,2015-11-04,2015-11-09,Standard Class,R0MKMG,403-4424319-6635501,653.55,7477,15,43%,6823.45
2OT6S3KZ,ELVP32X9WC,2015-09-14,2015-09-18,Second Class,VM4M8F,407-0010438-9058746,196.92,9493,17,9%,9296.08
2R218Q7I,I882PWJYUY,2017-10-28,2017-11-03,Standard Class,5KKCD3,171-6845071-0336346,486,1120,19,27%,634
2UD26FII,W7JM0OZ8YQ,2018-11-28,2018-12-02,Standard Class,EAPJ6S,171-0113406-2293163,233.28,2491,17,14%,2257.72
2WQGN127,6ZZYQRINOC,2018-12-25,2018-12-29,Standard Class,WRPATD,403-8794854-0523518,2879.76,3352,8,47%,472.24
2Z13DZSJ,M710EEINC8,2017-09-01,2017-09-03,First Class,5F65I0,408-9405529-3743511,65327.52,3431,2,27%,-61896.52
30GOBB9N,5NMWN5KUWD,2015-09-08,2015-09-12,Standard Class,7OA16W,402-0069978-7444377,749.7,8244,9,49%,7494.3
319UC8AP,XHF3R6TSQ4,2015-01-13,2015-01-15,Second Class,GBYEPF,171-1269122-8425943,9701.1,1211,16,23%,-8490.1
31CXAQIC,JXJ2563PCF,2017-10-28,2017-11-03,Standard Class,71NNRY,171-6783343-9758701,853.65,1041,18,42%,187.35
31WHN4B3,YAHR7N9RKV,2018-05-19,2018-05-24,Standard Class,A6SPNX,408-3810333-4165930,4499.55,6753,6,6%,2253.45
326462DJ,2R1JY72C13,2017-03-13,2017-03-16,First Class,PI9PGJ,406-7779874-9136347,2368.8,569,6,12%,-1799.8
36XAHX0W,OVLYD8KI0F,2016-11-24,2016-11-30,Standard Class,R4YDZA,405-3594372-1614709,387.36,1171,11,45%,783.64
37IVJEIF,4382AONX8U,2018-06-20,2018-06-26,Standard Class,TZGN48,402-6953218-8797919,769.68,1483,16,31%,713.32
37R0LL0S,T7M4A5001T,2017-11-08,2017-11-11,Second Class,0V6S00,405-8078784-5731545,3929.4,2832,7,34%,-1097.4
39HF2097,6G7RL7WO9Q,2017-06-20,2017-06-25,Second Class,4PEVCE,408-3649698-8803541,583.2,5579,12,6%,4995.8
3DGOOH2D,2LZS2WCNZL,2016-03-10,2016-03-10,Same Day,28OUIN,402-4612397-6796307,16.68,343,16,19%,326.32
3F1OQT03,JY9OK8W0EV,2018-10-17,2018-10-19,Second Class,IZIDRH,171-5222377-4501935,194.4,2071,8,23%,1876.6
3G51TQIT,4J3LLQ2DDF,2016-10-12,2016-10-14,First Class,R6BWK0,408-9692204-9817146,298.5,299,8,5%,0.5
3HF8GFZM,WGTFGK5UI4,2015-06-28,2015-07-02,Standard Class,QH5NZN,406-5421335-3440327,466.29,2589,8,25%,2122.71
3LAQLPYO,6I6ACV10BQ,2017-03-12,2017-03-17,Standard Class,P83DBZ,405-9399780-0313164,194.4,6614,8,33%,6419.6
3N9EV14M,VKNU3FFGL8,2015-09-08,2015-09-12,Standard Class,8ZBD2D,407-3742007-3242711,4138.92,8039,4,5%,3900.08
3OO9QBUU,PAMQYNXZVP,2016-05-31,2016-06-02,First Class,62N6YQ,407-8801185-0134713,875.7,1963,2,42%,1087.3
3QS3OM4W,IO6WVNZ0GZ,2015-09-19,2015-09-21,Second Class,ZXRBV1,404-6975277-1927553,37799.37,9403,5,23%,-28396.37
3R21A8LD,GYL4D3UZPF,2016-04-26,2016-05-02,Standard Class,6YBD4P,402-2105657-2899562,1455.6,8852,3,16%,7396.4
3SIN9FJ0,1E290VMC75,2017-04-05,2017-04-10,Second Class,UJ87K3,403-1162895-2484367,2375.52,2518,2,9%,142.48
3SKF43NX,9XMGT1DVBS,2017-02-19,2017-02-24,Standard Class,ETQ9W0,405-6593194-1742748,666.9,861,10,45%,194.1
3SX5FZ35,89R8YPY9DC,2016-05-23,2016-05-28,Standard Class,8TZY8L,408-5238024-3207538,2800.35,4552,7,18%,1751.65
3VJXZZ7F,UMHPFYTJPQ,2017-11-07,2017-11-11,Standard Class,1BNJ5N,407-6283946-7749133,415.2,8508,4,3%,8092.8
3WK85X7M,AJOYR1VSGH,2018-09-29,2018-10-05,Standard Class,331OWX,403-3741687-4048344,119.52,7584,17,28%,7464.48
3XX6918J,SV2COYV9IE,2016-12-24,2016-12-27,First Class,JSU8YF,407-3554912-7244363,7199.82,4417,10,34%,-2782.82
3ZW1OQ8X,SWPG11WO39,2015-08-05,2015-08-09,Standard Class,P24NWI,405-2660443-4165145,1664.4,2875,14,46%,1210.6
40OYN1FM,K6KTU9EN19,2016-05-14,2016-05-17,First Class,D8SWJD,402-4832715-9188334,710.4,9773,18,5%,9062.6
40U7BHSI,IAJED7WAG9,2015-09-20,2015-09-25,Standard Class,IC8X5R,408-9845791-1393151,9265.5,7248,14,29%,-2017.5
41GFG1TM,DXSO73KCQ8,2015-04-13,2015-04-17,Second Class,YSINIF,407-8580022-5578715,267.84,2779,14,47%,2511.16
43EEDZ6S,7RKXCHK37Y,2015-05-09,2015-05-15,Standard Class,7PTHOD,403-6616419-0658741,2519.55,4307,16,47%,1787.45
44G4L7JU,CG8TVTAVLT,2018-10-26,2018-11-02,Standard Class,6BJS93,405-1492294-0323520,92.4,8493,3,22%,8400.6
44MAOSJ4,DCR4IOH1SF,2018-12-17,2018-12-21,Standard Class,3V29E5,405-1990663-9192363,228.6,4903,12,48%,4674.4
44UC7SVO,QB2XKZWB9T,2016-09-22,2016-09-22,Same Day,P62U2Y,171-3016563-0593956,3069,336,10,0%,-2733
44W7JSAI,7ED6GE31KE,2017-11-08,2017-11-11,Second Class,U2EVIU,171-9198151-1101146,10979.1,9945,1,46%,-1034.1
45XQP6RC,IKZ43RB5JK,2016-11-28,2016-12-04,Standard Class,7O14TV,407-0994909-4122733,181.98,9511,1,29%,9329.02
46XC5DIQ,28BCA4CGOD,2017-08-29,2017-09-02,Standard Class,GJ43A0,408-1830318-0357940,969.36,4405,19,19%,3435.64
477ERGUZ,QAAF2JSL0D,2017-04-08,2017-04-13,Standard Class,MGD6TY,407-3271219-3762757,123.9,6030,14,34%,5906.1
494PCSN1,M01ALQCHW6,2018-06-16,2018-06-21,Second Class,KF77GR,405-7713713-9002732,2879.7,7237,7,6%,4357.3
4978U1AU,7L2C8IYAYZ,2016-08-09,2016-08-16,Standard Class,WM82MB,171-2842936-5423534,33,2662,13,20%,2629
4AOXXR2B,UX0FGL5RTI,2016-01-02,2016-01-09,Standard Class,TUCAXN,402-2211107-5096323,6786.75,4519,17,21%,-2267.75
4B9PQROO,XNWEH9Y83R,2016-05-14,2016-05-17,First Class,C9WUEI,405-7732656-4733913,278.82,8035,18,38%,7756.18
4BPPXSJP,R5B4Q0570U,2017-10-03,2017-10-08,Standard Class,LGR92J,403-8342497-0727510,8989.38,1759,6,46%,-7230.38
4D93KXTO,EY48Y8VKK5,2018-12-01,2018-12-05,Standard Class,3ZIX0P,407-6959497-7065133,6095.52,9809,17,40%,3713.48
4DXZDOK4,0AA08AP0D0,2017-04-08,2017-04-13,Standard Class,J2WC8Z,171-3953233-6135505,516,5752,8,38%,5236
4EGI997S,3I5CR31VH2,2015-01-13,2015-01-15,Second Class,QF3VFH,403-1632972-2861963,170.4,3237,16,41%,3066.6
4FHE7L3M,GKVEWRIJ2N,2018-08-18,2018-08-23,Second Class,279NYD,403-3917470-4280308,568.65,7485,11,23%,6916.35
4GJEVKFN,FL30AF1D6D,2017-12-03,2017-12-06,First Class,Y8KR9G,402-9138974-2250726,2740.8,7121,3,27%,4380.2
4GX6Z8CN,UPO8REFBB7,2016-03-28,2016-04-02,Standard Class,P21XGP,402-6569321-5308311,501,4769,3,38%,4268
4H2M0H29,QLQDTBRD6Y,2017-09-12,2017-09-14,Second Class,K8M97M,406-7680255-6117120,93.96,8842,14,10%,8748.04
4JOP7NAM,285RE61IUL,2015-01-13,2015-01-15,Second Class,KTOGRK,171-2937341-8703561,84.6,3977,2,41%,3892.4
4KDYHBQ5,5JFECFA95S,2016-08-24,2016-08-28,Standard Class,ZV9K34,403-5847066-2369918,10861.2,4389,18,33%,-6472.2
4MA4SU2C,W3YFC4GF01,2017-12-03,2017-12-06,First Class,HW3HFF,404-5546156-4947565,8139.69,6345,19,18%,-1794.69
4MJCTV8C,3CLQ8N7GDU,2018-12-28,2019-01-04,Standard Class,JGG8US,404-5137687-4471546,1086.75,8629,3,4%,7542.25
4NQ2WK5N,9I62294CUE,2015-09-08,2015-09-13,Second Class,YYL3RF,407-3030317-4521947,767.76,2698,6,18%,1930.24
4OOYLML9,06JZLSJOKJ,2016-11-15,2016-11-17,Second Class,EXLD4C,408-9182064-6638723,170.46,5345,12,29%,5174.54
4PTIG19G,AR2559XE0J,2017-12-11,2017-12-13,Second Class,KR6RVD,402-9348518-5984354,1797,9478,4,14%,7681
4QXKGDMZ,H1ZAUD28MZ,2018-05-15,2018-05-18,Second Class,FFYU7J,171-7678731-3568339,443.88,7187,5,47%,6743.12
4VCIBPTX,ERO5KJ9OFW,2015-09-08,2015-09-12,Standard Class,D6V6MY,171-3460653-0171519,2159.64,5946,8,13%,3786.36
4VZKXO67,KHD1IE1S0Z,2015-05-11,2015-05-16,Standard Class,TLOC3O,171-8504713-0689107,1511.88,6382,16,25%,4870.12
4WLHBSP0,T6PBHVSMJS,2017-09-18,2017-09-22,Standard Class,QTEHIN,404-3699924-2837921,5751.57,2689,12,5%,-3062.57
4WSA2C99,N582RE5DEI,2018-11-12,2018-11-15,Second Class,8D3B3S,f3876f4f-b932-42ae-8f0c-5546a2909a3a,238.8,5030,12,32%,4791.2
4X16Y0OU,PBSLPUU7O4,2015-12-26,2015-12-28,Second Class,HNAN9N,171-2813040-8296320,9008.37,8472,11,38%,-536.369999999999
4XMG7J90,41XSGVJFYX,2015-08-03,2015-08-05,First Class,G63C9N,406-1590113-9193914,3281.25,1583,16,4%,-1698.25
4Z11F3IZ,SDE4RLVN9Q,2016-08-09,2016-08-16,Standard Class,ZX6AHN,e31dfeb6-4940-4747-9347-5215520ffc7a,329.7,9200,17,5%,8870.3
4ZL5J4S1,O3VWVHNKJ6,2018-04-09,2018-04-11,First Class,RWJU2N,406-4110471-9710751,2874,8665,19,23%,5791
5034DVKN,P72HK69IWG,2015-09-20,2015-09-26,Standard Class,F214J2,550d5dfc-a0c6-4ac0-b317-bf19e126d55a,325.8,4645,19,5%,4319.2
51O56ANL,BCG190SEJI,2018-10-13,2018-10-17,Standard Class,DU00GK,171-1987024-2709164,372.6,673,18,32%,300.4
52UKXJQR,LXDEA3U8P1,2015-06-28,2015-07-02,Standard Class,QBHE72,408-1348466-1321955,47.52,5902,5,9%,5854.48
54LAFYFQ,T7W1VJFIIM,2015-11-09,2015-11-11,Second Class,OFM2MA,403-8206114-6438765,939.75,8466,19,20%,7526.25
55F62YJY,B1JETCG7B3,2016-04-11,2016-04-15,Standard Class,IF8T80,402-5821417-6985934,329.85,463,18,17%,133.15
563YPWTH,YN57PTSV77,2016-11-24,2016-11-30,Standard Class,SB4G40,407-2974257-4781134,2200.95,5351,11,46%,3150.05
59HUOZD2,9UJY1CLMOH,2017-04-28,2017-05-01,First Class,KLY15C,404-2222453-6739538,235.68,9838,9,19%,9602.32
5A5TMEU9,KXJ755K60W,2015-12-24,2015-12-26,First Class,JKFNTU,a958718f-eb6b-49f6-a31d-4d3acd3ab048,143.52,9451,2,1%,9307.48
5E9KXF11,IKM6WZO16N,2015-09-14,2015-09-18,Second Class,5S9J4X,404-5926144-0737167,195,7838,18,46%,7643
5EL7YCK0,HNBOGV2Y6N,2017-06-12,2017-06-14,Second Class,0SDE1I,171-4643830-2345965,4702.32,9501,7,28%,4798.68
5FWGPR72,YJWVNIOACH,2017-10-23,2017-10-29,Standard Class,2L5AHC,402-8123545-4535558,5691,7600,11,15%,1909
5FZ0C5F9,ETGZDH49R6,2018-11-04,2018-11-04,Same Day,7TEINL,171-0362861-1228360,2511.6,7422,1,16%,4910.4
5J365P41,Q6RW4RTLSQ,2018-04-10,2018-04-15,Standard Class,2Z6RMP,406-8112035-0609144,114.15,8687,14,14%,8572.85
5LEWFM99,1PT6ECZS6G,2017-12-11,2017-12-16,Second Class,QNB61B,402-0721169-8180327,222,9657,6,48%,9435
5LRFM9DB,3YT9DDBAQK,2018-12-08,2018-12-12,Standard Class,TYB38V,408-8224264-0017161,2699.25,3495,16,11%,795.75
5NLNV26K,QFFWONHF7H,2018-12-30,2019-01-03,Standard Class,7IHHQJ,402-1038454-4297969,1363.95,5635,17,17%,4271.05
5O1WOI5O,E8NCRPPHAE,2017-07-12,2017-07-19,Standard Class,DF32VY,403-9844758-9663515,1436.4,7894,12,0%,6457.6
5OBS5D32,DOVFMEEFEP,2018-11-23,2018-11-28,Standard Class,IMQXJB,405-2072502-4089911,419.88,5402,3,13%,4982.12
5OURJFWO,67YW0KNEUZ,2017-08-22,2017-08-28,Standard Class,YWCJW2,403-2561797-6193141,49.77,9260,8,47%,9210.23
5POQ3VM5,YFWLUC9UOV,2016-10-05,2016-10-09,Standard Class,EJHWUZ,403-0467296-2575536,432.6,9203,5,13%,8770.4
5QNU3D5W,YTYRAF4H1X,2017-07-17,2017-07-22,Standard Class,J95ZJI,406-7398201-3869914,1168.2,8443,19,12%,7274.8
5RKQCQB4,F5FJPO2CHL,2017-04-08,2017-04-13,Standard Class,R4IEHQ,402-3595365-1666728,5830.56,8418,17,48%,2587.44
5TKH069N,M51EB3552D,2015-08-05,2015-08-09,Standard Class,M0E7QV,402-3329522-2367566,5102.16,2703,13,25%,-2399.16
5UUIWP8E,6PH7FRZ2EG,2018-10-21,2018-10-26,Standard Class,HRHQ6B,773a3124-76f9-4d2b-94e1-1bd779992f32,685.44,6202,8,24%,5516.56
5W0DTHQ1,JZX50WNBX2,2018-01-20,2018-01-23,Second Class,ZIRCKZ,406-7625210-8793109,3117.69,4045,12,36%,927.31
5ZK2RATZ,1WFVF6MQG1,2018-08-18,2018-08-23,Second Class,FWDVA0,407-0632004-8093157,607.2,9694,5,30%,9086.8
