3L65PXXRXC,Saturday,9,2016,3
3M407I4FN5,Saturday,5,2017,2
3NJNNQSVZ0,Sunday,4,2018,1
3NMZ8NB4DY,Friday,12,2017,4
3PJRFYEOHS,Monday,4,2016,1
3SSVW5J84K,Friday,9,2017,3
3UT6IJ4ONJ,Tuesday,1,2017,0
3W2RJQMPJZ,Saturday,10,2018,3
3X0ME1T1XO,Wednesday,8,2017,3
3YT9DDBAQK,Saturday,12,2018,4
3ZMCAFC53U,Monday,3,2016,1
40PPVH9MJR,Tuesday,6,2015,2
41XSGVJFYX,Monday,8,2015,3
4382AONX8U,Wednesday,6,2018,2
47FV3A7LNZ,Monday,11,2015,4
47RIHP053A,Saturday,12,2016,4
48RQI6CD7U,Thursday,4,2016,1
49QHIDUXT8,Friday,11,2018,4
4AZAGAEO9N,Friday,9,2018,3
4CFIHB238W,Sunday,11,2017,4
4DW1JWPH29,Tuesday,4,2017,1
4DZ2YY9ATQ,Monday,11,2017,4
4FH38IMF4S,Saturday,6,2017,2
4GYDOZAB0N,Monday,10,2018,3
4I23XPS4SR,Saturday,5,2015,2
4J3LLQ2DDF,Wednesday,10,2016,3
4PREW8VFD6,Tuesday,8,2015,3
4RQDU6VQ50,Tuesday,12,2016,4
4UMRVNDE64,Saturday,12,2015,4
4X4ELW8R27,Friday,6,2018,2
4XOG7QN5NO,Tuesday,7,2017,2
4XOUOBQ2GZ,Monday,7,2018,2
4Y0O67BUIN,Monday,11,2018,4
4Z32HA0P0T,Tuesday,10,2016,3
4Z666UQQP0,Sunday,6,2015,2
50QI2GGF9T,Friday,11,2017,4
516MJ4ZG5Z,Saturday,1,2016,0
52TGQFCYCE,Thursday,11,2015,4
53BD1B8I23,Sunday,9,2018,3
549BT7WLNQ,Sunday,7,2016,2
561MRTC7ZQ,Friday,8,2017,3
56C30IJI8B,Monday,11,2016,4
576V0MZIDS,Monday,4,2016,1
59BIA595SL,Friday,12,2018,4
59M6P7LKUP,Saturday,9,2016,3
5A785W8S01,Saturday,10,2018,3
5BLNWYE940,Tuesday,8,2018,3
5EFOMH6YIN,Monday,4,2017,1
5EKTJTBBUU,Thursday,11,2016,4
5G3I0VE23X,Friday,10,2018,3
5JFECFA95S,Wednesday,8,2016,3
5L3O1O1MUX,Saturday,9,2015,3
5NMWN5KUWD,Tuesday,9,2015,3
5NZLGB0228,Monday,8,2018,3
5QKS7E4T4S,Tuesday,5,2018,2
5RP7XNM1KT,Monday,6,2017,2
5VQOIE2D9D,Saturday,4,2017,1
5Y5CVDJCG6,Tuesday,9,2018,3
5Z6A0P84BB,Sunday,9,2015,3
5ZV5ID6VJZ,Sunday,9,2018,3
61QQX2MLQW,Wednesday,10,2016,3
61S6556GTQ,Saturday,8,2015,3
623W6IYDM1,Saturday,5,2017,2
62B58TQPL9,Tuesday,2,2016,1
62ZM4LHC2V,Monday,9,2015,3
65NPQUYUAZ,Monday,9,2016,3
67YW0KNEUZ,Tuesday,8,2017,3
68B9KMIBLF,Sunday,1,2018,0
69DILOGU0U,Wednesday,12,2016,4
69KRY1IA04,Tuesday,11,2018,4
6ACLUET5VE,Wednesday,11,2015,4
6B43XNIGSF,Tuesday,12,2017,4
6BSVTQ44A7,Monday,9,2017,3
6CELCELE3Y,Friday,11,2018,4
6CVXEXAUA6,Wednesday,6,2018,2
6EAROS7IU4,Monday,7,2018,2
6EQYONSI9I,Tuesday,1,2018,0
6FVIUM3EOL,Monday,4,2016,1
6G7RL7WO9Q,Tuesday,6,2017,2
6I6ACV10BQ,Sunday,3,2017,1
6IIPOG03OG,Saturday,6,2017,2
6JY43MI3IO,Friday,11,2018,4
6M0KRBM6O8,Tuesday,12,2016,4
6MJ6OZHFFF,Tuesday,9,2017,3
6MZORY9NVM,Tuesday,11,2017,4
6N7TYK9HHI,Tuesday,10,2018,3
6PH7FRZ2EG,Sunday,10,2018,3
6PV3DKP7LF,Wednesday,10,2018,3
6SXOWXSEKC,Saturday,12,2018,4
6TEVRSQEEY,Sunday,3,2018,1
6UBL6BG2NE,Sunday,9,2017,3
6UOU9SDPO9,Monday,5,2017,2
6YTFPAYQV2,Saturday,4,2017,1
6ZNBXIIH9T,Thursday,12,2015,4
6ZZYQRINOC,Tuesday,12,2018,4
71HTBVLUAY,Monday,6,2017,2
77DRTRCALE,Saturday,12,2015,4
77LIK5K01A,Saturday,4,2017,1
783PACU4E0,Sunday,9,2016,3
78PWJ8GLOW,Tuesday,6,2017,2
7AKF8PCZPT,Friday,11,2018,4
7E7FKCDCZ6,Wednesday,11,2018,4
7ED6GE31KE,Wednesday,11,2017,4
7EODV8KZVZ,Tuesday,5,2017,2
7FXF3T25LC,Sunday,9,2016,3
7HFWQN0LEF,Saturday,9,2015,3
7ICZFLZS8F,Saturday,1,2016,0
7IJHPI51KV,Monday,2,2016,1
7IKS910L7S,Tuesday,9,2017,3
7KDGBYRH8P,Sunday,7,2017,2
7L2C8IYAYZ,Tuesday,8,2016,3
7L9WG7S59K,Saturday,12,2018,4
7LIFLGVNUQ,Sunday,8,2016,3
7MGAUAXAPR,Tuesday,4,2018,1
7MOC10WL7P,Sunday,11,2016,4
7OFP4275EK,Saturday,12,2015,4
7OME8K1ZVE,Sunday,9,2015,3
7PUJ44INC2,Tuesday,6,2015,2
7QLHGYWA5S,Wednesday,8,2016,3
7RKXCHK37Y,Saturday,5,2015,2
7SQG3M5LIL,Tuesday,12,2016,4
7XYCMIHAZC,Monday,12,2018,4
7Z7TZISB3X,Sunday,3,2015,1
818PHYC7QX,Monday,4,2016,1
83HLFXWNNW,Monday,6,2015,2
83HWWYH83N,Tuesday,10,2015,3
83PKWB0KK6,Saturday,3,2017,1
84HYGA41AH,Saturday,9,2016,3
86ONLRXGSG,Saturday,4,2016,1
873H8K7D6W,Saturday,6,2017,2
87YQLE1MHC,Monday,9,2018,3
896EIY75CH,Tuesday,6,2015,2
89JTU5F29V,Saturday,9,2017,3
89R8YPY9DC,Monday,5,2016,2
89WHZQUPPB,Monday,11,2017,4
8C11DVSBCV,Saturday,6,2017,2
8CCOCIRV48,Monday,10,2015,3
8DX8TWKIRN,Friday,10,2016,3
8ID3LPVOP2,Sunday,6,2017,2
8KP1WEKR2A,Monday,1,2017,0
8LNCXOWOIZ,Tuesday,9,2015,3
8MAC655LQ7,Wednesday,4,2015,1
8OKLQE0WCC,Saturday,9,2016,3
8QXML4V9WG,Sunday,8,2015,3
8R89W09KDS,Sunday,9,2018,3
8US65EFXKN,Friday,6,2018,2
8Z7JQP9OSA,Friday,9,2017,3
8ZP6HW6V35,Wednesday,12,2015,4
90A6NTE42D,Saturday,12,2016,4
90EBIZ2ID6,Sunday,12,2017,4
9128REOGEK,Monday,10,2016,3
9669X6FBEO,Saturday,6,2017,2
96TDHTM0MW,Wednesday,5,2015,2
96Y5J600CQ,Wednesday,10,2016,3
97UYPUO5GY,Sunday,6,2017,2
98CD6ZA6O7,Tuesday,4,2018,1
992QX4I3DY,Friday,7,2018,2
99QY6Z1PHU,Tuesday,12,2017,4
9HJ3AI4VVG,Saturday,11,2018,4
9HP81UG0XW,Thursday,11,2015,4
9I62294CUE,Tuesday,9,2015,3
9IGH6SJKYN,Sunday,3,2017,1
9JWHU42J5P,Tuesday,7,2017,2
9KMMIE6HLQ,Sunday,11,2016,4
9L91NAWVIC,Sunday,1,2018,0
9MCZC59BUL,Friday,7,2017,2
9MIM4D2V5B,Saturday,12,2018,4
9ND69XTWPO,Wednesday,12,2016,4
9UB4YDCJEN,Wednesday,12,2016,4
9UJY1CLMOH,Friday,4,2017,1
9ULQLAZMM9,Sunday,6,2015,2
9XMGT1DVBS,Sunday,2,2017,1
A2NX3KNDD3,Tuesday,3,2016,1
A8TTMBJ2H8,Tuesday,10,2018,3
A9JZ3A3IQC,Wednesday,8,2016,3
A9QF7QXBSE,Monday,7,2018,2
ABHLVGTZ0L,Wednesday,6,2016,2
ACFZOT7XCI,Thursday,7,2015,2
ADESGBJ3FV,Sunday,1,2016,0
AFZ61SCE8L,Sunday,1,2016,0
AIQB3VVC0X,Thursday,10,2016,3
AIZCNV7PJP,Friday,12,2018,4
AJOYR1VSGH,Saturday,9,2018,3
AJUBLR52C4,Wednesday,11,2018,4
AM3G9O2V5P,Friday,9,2018,3
AQE93N8T98,Tuesday,1,2018,0
AQMTAB5LVF,Saturday,9,2018,3
AR2559XE0J,Monday,12,2017,4
ARAUO0RZBR,Tuesday,11,2016,4
ARFP92FOXD,Friday,12,2018,4
ARLD2G7OG7,Tuesday,2,2018,1
ASPX4I2YUN,Tuesday,6,2018,2
AV37S236FQ,Friday,10,2016,3
AWJCODSTJC,Saturday,4,2017,1
AYY5UGD3V7,Monday,3,2017,1
B0BX36NO9F,Saturday,4,2017,1
B0IYQXBHE1,Saturday,12,2018,4
B1JETCG7B3,Monday,4,2016,1
B32BDCGUJQ,Monday,4,2015,1
B3G94162FS,Sunday,10,2018,3
B3V32DML51,Sunday,9,2018,3
B417UYU2SU,Sunday,1,2016,0
B54I7N15AR,Tuesday,4,2017,1
B697KREPWR,Tuesday,5,2017,2
B95CH6QA70,Saturday,11,2017,4
BA5Y8S1KTV,Sunday,8,2017,3
BCG190SEJI,Saturday,10,2018,3
BCYMFF9FF8,Friday,10,2018,3
BFM8XMKHWK,Monday,12,2015,4
BHL7NG4EVZ,Saturday,10,2017,3
BI92R0VOL1,Tuesday,6,2018,2
BIBZMLF38Z,Saturday,7,2018,2
BJX7V0XW1W,Tuesday,3,2016,1
BO2SE4QPGL,Wednesday,3,2016,1
BOVIDLZVOG,Monday,1,2018,0
BPOWEGCZX7,Sunday,9,2016,3
BQ1CIUINUO,Monday,12,2016,4
BRFCQL10WH,Sunday,12,2017,4
BS0J1E39D5,Monday,10,2016,3
BTCI1E9PK6,Sunday,4,2015,1
BV23EMFWWK,Tuesday,5,2018,2
BVC9L4Z3J8,Tuesday,11,2018,4
BVXH56IIMR,Monday,10,2015,3
BY7QIJECYH,Thursday,8,2015,3
BY974PVNHJ,Sunday,8,2017,3
BZJCC000J4,Saturday,10,2016,3
C00MGMWOS0,Monday,11,2016,4
C31XJ0MSJS,Saturday,10,2017,3
C3371ZQLIY,Friday,11,2018,4
C53SU3376H,Sunday,5,2017,2
C5FRT3D6S4,Monday,11,2018,4
C5OGWIMT6U,Thursday,7,2015,2
C617P1FXGK,Thursday,8,2015,3
C80JP8LNDN,Monday,11,2018,4
C90AFQI346,Tuesday,8,2015,3
C9NC0RMW10,Saturday,12,2015,4
CB2TWSC9J9,Saturday,1,2016,0
CD8HQS67XC,Tuesday,11,2018,4
CG8TVTAVLT,Friday,10,2018,3
CM7RGDKJXV,Tuesday,12,2015,4
CMV89GA5RN,Saturday,4,2017,1
CO279I74Q7,Sunday,12,2017,4
CVB5D9V3ZU,Monday,12,2017,4
CVEEOYRJSI,Saturday,5,2015,2
CVL3DLMOCR,Thursday,11,2016,4
CWG43VSUT3,Friday,10,2017,3
CX437OTCE1,Friday,10,2018,3
CYQPPKRUWQ,Friday,12,2017,4
CZP5TNMKIB,Saturday,4,2018,1
D13T9I54JZ,Sunday,9,2018,3
D1VY0CPQFM,Tuesday,5,2018,2
D5YZI0MA4O,Thursday,12,2015,4
D6TWJL3347,Tuesday,9,2015,3
D89RU7M7KG,Tuesday,4,2017,1
D9IHKR937I,Wednesday,11,2018,4
DAHFFOGX9Z,Sunday,9,2017,3
DAHHH1TWVV,Sunday,9,2015,3
DAYPU13XTZ,Sunday,10,2018,3
DCR4IOH1SF,Monday,12,2018,4
DDWXRUP86H,Wednesday,8,2017,3
DFNIXL12HV,Wednesday,6,2018,2
DGCT48H4FP,Friday,6,2018,2
DGWWEMSUAK,Monday,9,2015,3
DJ0XLVLUFP,Friday,9,2018,3
DOCG8MNLPG,Monday,4,2018,1
DOVFMEEFEP,Friday,11,2018,4
DP067N07M0,Friday,12,2017,4
DP6ZTZW1PR,Sunday,8,2017,3
DSV01F5XL7,Thursday,9,2016,3
DTGS4NBSP6,Saturday,9,2018,3
DX9QMQKV0C,Sunday,9,2017,3
DXSO73KCQ8,Monday,4,2015,1
DY6NCSD38R,Wednesday,12,2018,4
DYE2JNFYBS,Saturday,4,2017,1
DYQWS9I99D,Tuesday,1,2017,0
E00YDD43I7,Wednesday,8,2017,3
E0VD4DEBKE,Friday,9,2017,3
E3SZOZMA6K,Tuesday,1,2015,0
E5K6B47WYR,Saturday,5,2015,2
E79PB56455,Monday,12,2017,4
E7FHECLLJS,Sunday,3,2018,1
E8NCRPPHAE,Wednesday,7,2017,2
E9TVIWWY09,Tuesday,9,2015,3
EAUX843Z56,Wednesday,8,2015,3
EAWFLNNP6V,Thursday,9,2015,3
EBM4WT9BUG,Friday,12,2017,4
ED0LUJ29V2,Thursday,10,2016,3
ED2SQQVOME,Tuesday,9,2017,3
EDP144IXSF,Friday,1,2015,0
EEMAYYXGSG,Monday,4,2016,1
EF5PNDWHKD,Sunday,7,2017,2
EG6P50XU1H,Saturday,12,2015,4
EGLOV9V01E,Tuesday,11,2016,4
EGS37PQLXP,Sunday,12,2018,4
EIF7HRNPDQ,Sunday,7,2015,2
EIWRY7AKP8,Tuesday,7,2017,2
ELVP32X9WC,Monday,9,2015,3
ENSLRH3W4L,Tuesday,1,2017,0
EPS7SHTNVA,Monday,6,2015,2
ER3GBT9P08,Sunday,11,2017,4
ERO5KJ9OFW,Tuesday,9,2015,3
ERR2I6PCYP,Monday,6,2015,2
ET5IOBYQ0T,Sunday,7,2017,2
ETGZDH49R6,Sunday,11,2018,4
EUSMBSNJC7,Wednesday,11,2018,4
EUYO39YPGO,Sunday,4,2017,1
EW2Y2PTKIR,Saturday,12,2018,4
EWV7F8YGR1,Tuesday,11,2016,4
EWVW5C3YKJ,Monday,11,2018,4
EWZ4FMGKQR,Tuesday,3,2016,1
EXNQBWLAW2,Monday,4,2018,1
EY48Y8VKK5,Saturday,12,2018,4
EYVNWZ7SZT,Saturday,3,2015,1
EZ6M6CY0FN,Saturday,4,2017,1
F2RDL9M9UV,Monday,6,2017,2
F4EEQV7WMJ,Sunday,11,2016,4
F4NK24J4Q5,Wednesday,9,2018,3
F56ZQGJSFL,Saturday,11,2018,4
F5FJPO2CHL,Saturday,4,2017,1
F5SFREHHI3,Saturday,12,2016,4
F626CG9QUO,Tuesday,12,2017,4
F83WS68LT3,Thursday,11,2015,4
F87KZ5141U,Wednesday,12,2015,4
F9LG6MECEH,Thursday,3,2018,1
FAD4Y8GFF1,Sunday,5,2016,2
FBJSAN3KKS,Monday,6,2017,2
FBKZKU66U7,Friday,7,2018,2
FDA7Z5H19U,Thursday,4,2016,1
FDGJB59PET,Monday,9,2018,3
FJ4LRBX2D0,Thursday,12,2016,4
FL30AF1D6D,Sunday,12,2017,4
FLN7AGZ2HG,Tuesday,10,2018,3
FMKMMQJPM7,Sunday,11,2018,4
FOMRLR0HGM,Wednesday,12,2018,4
FQI5FR13MM,Monday,3,2017,1
FQQ2B79J2P,Tuesday,9,2015,3
FTOCTPO3FR,Wednesday,12,2016,4
FUM7ULU0YG,Monday,12,2018,4
G29DU3UKTQ,Saturday,6,2017,2
G2WLRN46BW,Tuesday,10,2015,3
G3BI9RQ18C,Monday,4,2016,1
G57JXJT696,Saturday,12,2018,4
G5DZ1WVC17,Wednesday,11,2015,4
G6KZ2YN1B3,Wednesday,11,2015,4
G6RRGGRESP,Thursday,4,2015,1
G7EA3N8L33,Saturday,4,2017,1
G7SCN9RM0B,Saturday,12,2018,4
G7YJA54Z5A,Tuesday,9,2018,3
G9675AW55R,Tuesday,10,2017,3
GB5VITYBBA,Monday,10,2018,3
GEALB5RYYC,Thursday,10,2015,3
GFMFF5RC5D,Friday,9,2017,3
GHSV5MKES4,Tuesday,6,2018,2
GJVWU80RD2,Tuesday,12,2016,4
GKI1K96PD7,Tuesday,11,2017,4
GKVEWRIJ2N,Saturday,8,2018,3
GLP7WVXZ0I,Sunday,6,2017,2
GN1AW4F87P,Monday,9,2018,3
GOIM2RBEA8,Tuesday,10,2015,3
GPHPF3MCRZ,Sunday,7,2018,2
GR63A1TWZF,Friday,11,2018,4
GRI4O3GNAV,Tuesday,5,2016,2
GS52SDNDA5,Monday,11,2017,4
GV9S508EIA,Monday,4,2018,1
GY4WDOAHDS,Wednesday,3,2016,1
GYKDAFLHAR,Tuesday,6,2018,2
GYL4D3UZPF,Tuesday,4,2016,1
GZTRUELFL2,Saturday,5,2018,2
GZU0X7UI7G,Saturday,4,2017,1
H1ZAUD28MZ,Tuesday,5,2018,2
H21M6RGJ52,Tuesday,3,2017,1
H2TVHPO4IE,Saturday,5,2018,2
H4CN9V9OLH,Saturday,4,2018,1
H7QZUOR3WO,Saturday,5,2016,2
H8GMPPHXNT,Sunday,1,2018,0
H926YSCK5Y,Sunday,9,2018,3
H9T2DJGQEG,Saturday,1,2016,0
HA17S5E2K3,Sunday,12,2018,4
HADNDFHSUB,Monday,11,2016,4
HBFXO5MEBK,Tuesday,12,2016,4
HD6ILYPD3E,Monday,10,2018,3
HDDJNBWV49,Sunday,10,2017,3
HDGLV1QLA4,Sunday,6,2017,2
HDIZFB1RGM,Saturday,10,2017,3
HDYA5XOC65,Friday,9,2017,3
HEDDSO65HM,Saturday,4,2018,1
HEQW1SASDK,Sunday,7,2017,2
HEYBLPZKQN,Tuesday,6,2015,2
HFTW5PGZ90,Saturday,12,2015,4
HG2P36QFFS,Monday,9,2016,3
HGVQTYE707,Friday,1,2015,0
HH179ZM9OB,Saturday,4,2018,1
HHOCCWW8KL,Tuesday,12,2018,4
HJ1NTL9FFC,Thursday,7,2015,2
HJQ5V2YDHK,Monday,11,2015,4
HLFX55DZB0,Sunday,6,2015,2
HLIFAHCBUZ,Saturday,4,2017,1
HLM3HDFUAD,Saturday,4,2017,1
HNBOGV2Y6N,Monday,6,2017,2
HNBVA82T2W,Saturday,10,2017,3
HQBEJO1RIJ,Saturday,12,2018,4
HS9MDRQGA6,Sunday,7,2017,2
HVRUL6S53E,Tuesday,11,2016,4
HWHLFCCX2U,Saturday,4,2017,1
HXLZ2DSR8Z,Saturday,12,2016,4
HXTAGT4990,Saturday,9,2016,3
HZ2MFOYQJ8,Monday,11,2018,4
I32CJUQQ68,Wednesday,12,2017,4
I3PXR1HNZC,Sunday,8,2016,3
I60MNKECZ8,Saturday,5,2017,2
I882PWJYUY,Saturday,10,2017,3
I8WG3KU71A,Wednesday,11,2018,4
I9F4TEMWNT,Tuesday,9,2017,3
IAJED7WAG9,Sunday,9,2015,3
IC3JZ2AH9Y,Saturday,10,2018,3
IDKNH332K1,Sunday,3,2018,1
IFN8ND3CUM,Sunday,5,2016,2
IG8DGEMB3L,Monday,11,2017,4
IKM6WZO16N,Monday,9,2015,3
IKZ43RB5JK,Monday,11,2016,4
INVNL4HJYW,Monday,9,2017,3
IO6WVNZ0GZ,Saturday,9,2015,3
IO846B95KX,Tuesday,6,2017,2
IPNO8N60T8,Monday,4,2018,1
IQVWO71ACV,Monday,5,2017,2
IT5I6IBKAG,Friday,10,2017,3
ITUPLI9D9Q,Saturday,12,2018,4
IUBUETOU2P,Saturday,4,2017,1
IY2UN9VAFM,Friday,12,2018,4
IZYKDGXBAQ,Saturday,12,2016,4
J2TYP7HXR3,Saturday,12,2015,4
J797A8O64O,Sunday,11,2018,4
J906DD41L5,Tuesday,9,2017,3
JB7UXYZF7H,Saturday,11,2018,4
JC4IIAZLKC,Saturday,10,2017,3
JCFRXCTMJ0,Saturday,11,2018,4
JD3QXMG147,Monday,9,2016,3
JEF3C4AK67,Wednesday,11,2015,4
JET022RILE,Sunday,12,2018,4
JF58VZTBUK,Monday,1,2018,0
JFFAYQRRFF,Monday,11,2016,4
JIQTHDXHFM,Tuesday,10,2015,3
JL55RMKG34,Sunday,11,2016,4
JNRUEBYCJW,Friday,10,2018,3
JQGPSWUCSJ,Sunday,11,2015,4
JSKFDWYIID,Sunday,6,2015,2
JTM8FVM92L,Sunday,4,2018,1
JV1QURW1N5,Monday,6,2015,2
JVGMD11CEK,Saturday,9,2018,3
JXJ2563PCF,Saturday,10,2017,3
JY9OK8W0EV,Wednesday,10,2018,3
JZ1KG6G65H,Sunday,6,2017,2
JZX50WNBX2,Saturday,1,2018,0
K3PFZYC70F,Saturday,8,2015,3
K4GDSW809Y,Saturday,12,2016,4
K4UF6MNCUO,Monday,1,2017,0
K4YARNNHIO,Saturday,9,2015,3
K69KDE3WCK,Sunday,1,2018,0
K6KTU9EN19,Saturday,5,2016,2
K6UEINLSDD,Monday,10,2018,3
K7NG9CBVKM,Wednesday,5,2016,2
K82EVSWQEP,Tuesday,4,2016,1
KALCXG4SD4,Friday,9,2017,3
KBXH04NOS3,Friday,9,2017,3
KDMYN5G4CE,Saturday,10,2018,3
KFBQQT7T10,Thursday,12,2016,4
KH2ZUNDL48,Wednesday,10,2016,3
KHD1IE1S0Z,Monday,5,2015,2
KHMR2F8LF1,Tuesday,6,2015,2
KJ7XRWKFSF,Thursday,1,2017,0
KL5FA4HQWN,Sunday,7,2015,2
KLFZ53P50U,Sunday,3,2018,1
KLNC0NXZJ8,Monday,11,2018,4
KNYW57ICJ9,Sunday,2,2016,1
KOQV51WX83,Thursday,2,2015,1
KP6X4I32ET,Sunday,7,2016,2
KQLWJ0MWX1,Saturday,6,2018,2
KR48281SHG,Saturday,12,2016,4
KSXVU0IQIW,Wednesday,11,2018,4
KWYMO86VXG,Friday,10,2017,3
KXJ755K60W,Thursday,12,2015,4
KYJ8C78ITQ,Monday,8,2015,3
KYTQ8L4ZMS,Friday,1,2015,0
KZ5PRPK4X7,Tuesday,10,2015,3
KZQUKDWZ6V,Tuesday,9,2017,3
L01EEM9A7T,Thursday,1,2017,0
L07650MOV9,Saturday,12,2018,4
L18K9MSW46,Tuesday,8,2018,3
L2EISQ8A3Z,Saturday,10,2017,3
L2JUJWMTL6,Sunday,11,2018,4
L2RLG77D9O,Tuesday,5,2017,2
L64A1U8AGM,Tuesday,9,2017,3
L67F3K06TU,Friday,6,2018,2
LCGES8HIKW,Saturday,12,2015,4
LCIN17IWCO,Saturday,9,2016,3
LCW4172TOD,Sunday,6,2016,2
LDZTA4TAZR,Monday,11,2018,4
LE9GPY2NSZ,Wednesday,10,2015,3
LEL5GYIFO5,Monday,12,2017,4
LF1PFSDFA5,Saturday,4,2017,1
LG07OOZ6GF,Saturday,5,2016,2
LGH7ONUQVO,Monday,11,2015,4
LN65P1VJCA,Monday,12,2017,4
LORUOXVVK4,Sunday,1,2015,0
LOTTUE26EM,Sunday,7,2015,2
LQ5MJK6ER5,Sunday,12,2017,4
LRJADYCF8S,Saturday,12,2018,4
LRL9QH3BRQ,Tuesday,1,2018,0
LSV9BF1X5N,Thursday,11,2017,4
LTF5TTQCXN,Tuesday,6,2018,2
LTH43E8I0J,Wednesday,7,2015,2
LUX93K45OF,Tuesday,11,2018,4
LW1518R6FR,Monday,8,2015,3
LW5A11HAS2,Wednesday,9,2015,3
LWRI2T5JC9,Tuesday,9,2017,3
LXB7ZTN16V,Sunday,7,2018,2
LXC5B1Q2SY,Tuesday,11,2017,4
LXDEA3U8P1,Sunday,6,2015,2
LZU3GT1X6K,Saturday,9,2018,3
